,,,,,
256,223.9,9.9,2,1,256.1
256,223.9,33,2,1,256.1
256,223.9,40.4,2,1,256.1
256,223.9,47.1,2,1,256.1
256,223.9,33.8,2,1,256.1
256,223.9,60.9,2,1,256.1
256,223.9,47,2,1,256.1
256,223.9,48.2,2,1,256.1
256,223.9,50.3,2,1,256.1
256,223.9,44.6,2,1,256.1
256,223.9,34.2,2,1,256.1
256,223.9,40.2,2,1,256.1
256,223.9,40.4,2,1,256.1
256,223.9,44.5,2,1,256.1
256,223.9,31.3,2,1,256.1
256,223.9,42.8,2,1,256.1
256,223.9,45.5,2,1,256.1
256,223.9,50.3,2,1,256.1
256,223.9,66.9,2,1,256.1
256,223.9,55.6,2,1,256.1
256,223.9,48,2,1,256.1
256,223.9,48.3,2,1,256.1
256,223.9,102.2,2,1,256.1
256,223.9,41.7,2,1,256.1
256,223.9,47,2,1,256.1
256,223.9,76.1,2,1,256.1
256,223.9,49.5,2,1,256.1
256,223.9,86.6,2,1,256.1
256,223.9,35.8,2,1,256.1
256,223.9,68.1,2,1,256.1
256,223.9,51,2,1,256.1
256,223.9,68.7,2,1,256.1
256,223.9,58.2,2,1,256.1
256,223.9,49.2,2,1,256.1
256,223.9,64.3,2,1,256.1
256,223.9,51.7,2,1,256.1
256,223.9,40.8,2,1,256.1
256,223.9,57.9,2,1,256.1
256,223.9,54,2,1,256.1
256,223.9,47.7,2,1,256.1
256,223.9,25.2,2,1,256.1
256,223.9,23.9,2,1,256.1
256,223.9,12.3,2,1,256.1
256,223.9,16.4,2,1,256.1
256,223.9,8.4,2,1,256.1
256,223.9,27,2,1,256.1
256,223.9,67.2,2,1,256.1
256,223.9,4.3,2,1,256.1
256,223.9,8.1,2,1,256.1
256,223.9,46.2,2,1,256.1
256,223.9,23.1,2,1,256.1
256,223.9,32.6,2,1,256.1
256,223.9,22.1,2,1,256.1
256,223.9,20.3,2,1,256.1
256,223.9,28.4,2,1,256.1
256,223.9,31.3,2,1,256.1
256,223.9,95.4,2,1,256.1
256,223.9,43.8,2,1,256.1
256,223.9,13.8,2,1,256.1
256,223.9,30.4,2,1,256.1
256,223.9,61.8,2,1,256.1
256,223.9,53.9,2,1,256.1
256,223.9,38.6,2,1,256.1
256,223.9,28.6,2,1,256.1
256,223.9,64.9,2,1,256.1
256,223.9,20,2,1,256.1
256,223.9,61.4,2,1,256.1
256,223.9,33,2,1,256.1
256,223.9,29.2,2,1,256.1
256,223.9,7.3,2,1,256.1
256,223.9,74.6,2,1,256.1
256,223.9,23,2,1,256.1
256,223.9,20.7,2,1,256.1
256,223.9,8.5,2,1,256.1
256,223.9,29.3,2,1,256.1
256,223.9,29.6,2,1,256.1
256,223.9,10.2,2,1,256.1
256,223.9,52.4,2,1,256.1
256,223.9,36.5,2,1,256.1
256,223.9,29.8,2,1,256.1
256,223.9,34.8,2,1,256.1
256,223.9,14.3,2,1,256.1
256,223.9,22,2,1,256.1
256,223.9,25.5,2,1,256.1
256,223.9,23.5,2,1,256.1
256,223.9,22.1,2,1,256.1
